ID,gene.count.original,gene.count.UMI
ENSMUSG00000022449,2,1
ENSMUSG00000001794,204,105
ENSMUSG00000017615,21,9
ENSMUSG00000081787,11,7
ENSMUSG00000078923,1,5
ENSMUSG00000010342,2,1
ENSMUSG00000002844,190,96
ENSMUSG00000002845,4,2
ENSMUSG00000002846,17,8
ENSMUSG00000000711,16,8
ENSMUSG00000079037,2263,1166
ENSMUSG00000079036,5,2
ENSMUSG00000065855,1,1
ENSMUSG00000054843,91,49
ENSMUSG00000041229,55,27
ENSMUSG00000041225,301,162
ENSMUSG00000041220,8,5
ENSMUSG00000085941,6,3
ENSMUSG00000044749,1,1
ENSMUSG00000085945,1,1
ENSMUSG00000085947,1,1
ENSMUSG00000056999,51,28
ENSMUSG00000022119,87,45
ENSMUSG00000022110,575,296
ENSMUSG00000022111,51,20
ENSMUSG00000022112,55,31
ENSMUSG00000022114,44,22
ENSMUSG00000055717,52,27
ENSMUSG00000040177,33,20
ENSMUSG00000040174,6,4
ENSMUSG00000091909,4,6
ENSMUSG00000063849,6,2
ENSMUSG00000031556,84,37
ENSMUSG00000057716,10,5
ENSMUSG00000057715,54,30
ENSMUSG00000025468,313,159
ENSMUSG00000031557,9,2
ENSMUSG00000025465,85,43
ENSMUSG00000025466,10,5
ENSMUSG00000052298,138,79
ENSMUSG00000039234,19,13
ENSMUSG00000039231,3,3
ENSMUSG00000039230,48,21
ENSMUSG00000039233,38,20
ENSMUSG00000052291,1,1
ENSMUSG00000052293,37,17
ENSMUSG00000039239,86,44
ENSMUSG00000052296,51,27
ENSMUSG00000065036,1,1
ENSMUSG00000065037,2,1
ENSMUSG00000060002,9,6
ENSMUSG00000068250,46,23
ENSMUSG00000035936,48,24
ENSMUSG00000035934,38,21
ENSMUSG00000035933,96,51
ENSMUSG00000091018,27,17
ENSMUSG00000091015,1,1
ENSMUSG00000018750,37,16
ENSMUSG00000033938,155,78
ENSMUSG00000039901,58,21
ENSMUSG00000039904,13,9
ENSMUSG00000019808,9,3
ENSMUSG00000019809,59,27
ENSMUSG00000019804,163,78
ENSMUSG00000019806,50,26
ENSMUSG00000019802,95,47
ENSMUSG00000020621,64,37
ENSMUSG00000033931,26,15
ENSMUSG00000020232,11,6
ENSMUSG00000020231,19,11
ENSMUSG00000020230,100,49
ENSMUSG00000063063,214,103
ENSMUSG00000020235,97,44
ENSMUSG00000020238,65,36
ENSMUSG00000054434,13,7
ENSMUSG00000033429,41,20
ENSMUSG00000033423,155,79
ENSMUSG00000037509,62,31
ENSMUSG00000037503,92,49
ENSMUSG00000063760,9,3
ENSMUSG00000026950,1,1
ENSMUSG00000060780,170,88
ENSMUSG00000026174,20,9
ENSMUSG00000026171,43,26
ENSMUSG00000026179,86,53
ENSMUSG00000075703,64,31
ENSMUSG00000038742,4,3
ENSMUSG00000038740,39,17
ENSMUSG00000042826,9,4
ENSMUSG00000005958,42,20
ENSMUSG00000005951,9,4
ENSMUSG00000005950,1,1
ENSMUSG00000049760,31,21
ENSMUSG00000049764,5,3
ENSMUSG00000026824,197,109
ENSMUSG00000026825,2976,1573
ENSMUSG00000026826,138,68
ENSMUSG00000026827,363,195
ENSMUSG00000026820,45,19
ENSMUSG00000026821,21,14
ENSMUSG00000035215,2,1
ENSMUSG00000046341,40,21
ENSMUSG00000029287,37,19
ENSMUSG00000045690,7,2
ENSMUSG00000045691,12,4
ENSMUSG00000045694,1,1
ENSMUSG00000028468,3,3
ENSMUSG00000028469,24,12
ENSMUSG00000028466,98,46
ENSMUSG00000028464,2,1
ENSMUSG00000028465,10,5
ENSMUSG00000028461,19,15
ENSMUSG00000048410,20,12
ENSMUSG00000048416,6,2
ENSMUSG00000030779,110,60
ENSMUSG00000006362,19,10
ENSMUSG00000006369,5,3
ENSMUSG00000018572,28,15
ENSMUSG00000044876,38,14
ENSMUSG00000084903,8,4
ENSMUSG00000048216,49,28
ENSMUSG00000032299,36,18
ENSMUSG00000039098,5,2
ENSMUSG00000032290,15,10
ENSMUSG00000032291,1,1
ENSMUSG00000032297,35,16
ENSMUSG00000032294,778,417
ENSMUSG00000032295,28,12
ENSMUSG00000044258,5,1
ENSMUSG00000044252,124,67
ENSMUSG00000081999,3,2
ENSMUSG00000058357,3,1
ENSMUSG00000058355,164,91
ENSMUSG00000058351,8,5
ENSMUSG00000050121,1,1
ENSMUSG00000050122,1,1
ENSMUSG00000086419,1,1
ENSMUSG00000086418,4,2
ENSMUSG00000086412,74,45
ENSMUSG00000086414,2,2
ENSMUSG00000034639,13,7
ENSMUSG00000059409,107,55
ENSMUSG00000059401,10,8
ENSMUSG00000028886,19,10
ENSMUSG00000041757,25,19
ENSMUSG00000047757,3,1
ENSMUSG00000034636,356,172
ENSMUSG00000027708,13,7
ENSMUSG00000027709,20,12
ENSMUSG00000027706,238,116
ENSMUSG00000051650,29,14
ENSMUSG00000019370,2424,1268
ENSMUSG00000000976,5,4
ENSMUSG00000057554,7,4
ENSMUSG00000057551,13,7
ENSMUSG00000040407,278,130
ENSMUSG00000080717,4,1
ENSMUSG00000046805,3,2
ENSMUSG00000089774,53,28
ENSMUSG00000003721,16,8
ENSMUSG00000015937,110,61
ENSMUSG00000015932,453,240
ENSMUSG00000007613,5,3
ENSMUSG00000007610,2,1
ENSMUSG00000007617,220,117
ENSMUSG00000009549,219,118
ENSMUSG00000085875,6,2
ENSMUSG00000083438,4,3
ENSMUSG00000083431,1,1
ENSMUSG00000045867,2,2
ENSMUSG00000067942,5,2
ENSMUSG00000032679,2,2
ENSMUSG00000023118,88,48
ENSMUSG00000017421,188,93
ENSMUSG00000017428,79,41
ENSMUSG00000037740,27,17
ENSMUSG00000037747,104,60
ENSMUSG00000092660,1,1
ENSMUSG00000032586,2,1
ENSMUSG00000003541,2,1
ENSMUSG00000032584,4,2
ENSMUSG00000003545,88,44
ENSMUSG00000032583,21,9
ENSMUSG00000079179,8,6
ENSMUSG00000015488,2,2
ENSMUSG00000019689,14,9
ENSMUSG00000025408,9,10
ENSMUSG00000039585,118,62
ENSMUSG00000000561,18,7
ENSMUSG00000050243,9,5
ENSMUSG00000050244,53,30
ENSMUSG00000000567,5,2
ENSMUSG00000000568,269,144
ENSMUSG00000025401,4,1
ENSMUSG00000062234,108,56
ENSMUSG00000031561,449,222
ENSMUSG00000062232,451,236
ENSMUSG00000031378,6,2
ENSMUSG00000031379,6,6
ENSMUSG00000041417,151,75
ENSMUSG00000041415,10,6
ENSMUSG00000031370,43,23
ENSMUSG00000031374,3,1
ENSMUSG00000031376,593,323
ENSMUSG00000022708,91,42
ENSMUSG00000022701,6,3
ENSMUSG00000029136,1,1
ENSMUSG00000022702,24,13
ENSMUSG00000022704,4,3
ENSMUSG00000022707,6,3
ENSMUSG00000022706,23,11
ENSMUSG00000053646,6,3
ENSMUSG00000038354,9,4
ENSMUSG00000038351,48,25
ENSMUSG00000053641,83,35
ENSMUSG00000020413,2,1
ENSMUSG00000020412,11,8
ENSMUSG00000028668,77,33
ENSMUSG00000028669,107,49
ENSMUSG00000020415,73,29
ENSMUSG00000028664,32,16
ENSMUSG00000062908,8,3
ENSMUSG00000062901,100,54
ENSMUSG00000003099,165,93
ENSMUSG00000038975,47,23
ENSMUSG00000038976,206,102
ENSMUSG00000087126,5,3
ENSMUSG00000025162,212,99
ENSMUSG00000018659,41,27
ENSMUSG00000018651,34,21
ENSMUSG00000032058,8,5
ENSMUSG00000052488,106,53
ENSMUSG00000032050,78,38
ENSMUSG00000032051,6,3
ENSMUSG00000039000,142,72
ENSMUSG00000053286,37,18
ENSMUSG00000053289,43,29
ENSMUSG00000021428,25,12
ENSMUSG00000021420,25,10
ENSMUSG00000060216,43,27
ENSMUSG00000024413,29,17
ENSMUSG00000021427,222,112
ENSMUSG00000024410,57,26
ENSMUSG00000049148,17,10
ENSMUSG00000086657,1,1
ENSMUSG00000090621,2,2
ENSMUSG00000048895,236,127
ENSMUSG00000048897,14,5
ENSMUSG00000053754,192,96
ENSMUSG00000048899,2,1
ENSMUSG00000032940,9,5
ENSMUSG00000086389,9,4
ENSMUSG00000033096,120,63
ENSMUSG00000033099,17,10
ENSMUSG00000002221,15,7
ENSMUSG00000004071,178,88
ENSMUSG00000004070,125,70
ENSMUSG00000048234,20,11
ENSMUSG00000030541,2,2
ENSMUSG00000031631,52,30
ENSMUSG00000031633,931,492
ENSMUSG00000031634,54,30
ENSMUSG00000071415,22,15
ENSMUSG00000034040,522,281
ENSMUSG00000034042,5,3
ENSMUSG00000029276,29,12
ENSMUSG00000029270,38,21
ENSMUSG00000029279,15,8
ENSMUSG00000035397,16,8
ENSMUSG00000035392,51,25
ENSMUSG00000035390,75,41
ENSMUSG00000046688,4,1
ENSMUSG00000046687,11,4
ENSMUSG00000034931,89,46
ENSMUSG00000022148,1,1
ENSMUSG00000034930,20,10
ENSMUSG00000035024,8,4
ENSMUSG00000035027,40,19
ENSMUSG00000045083,1,1
ENSMUSG00000044933,20,11
ENSMUSG00000044934,3,1
ENSMUSG00000010538,4,2
ENSMUSG00000004815,32,16
ENSMUSG00000087245,2,1
ENSMUSG00000087246,1,1
ENSMUSG00000087249,4,2
ENSMUSG00000058258,7,4
ENSMUSG00000058254,549,295
ENSMUSG00000032551,73,36
ENSMUSG00000032555,26,13
ENSMUSG00000032557,77,39
ENSMUSG00000001366,25,13
ENSMUSG00000040302,41,20
ENSMUSG00000024354,1,1
ENSMUSG00000024350,200,103
ENSMUSG00000024359,471,250
ENSMUSG00000050088,13,7
ENSMUSG00000001946,2,1
ENSMUSG00000001942,14,8
ENSMUSG00000001948,2,2
ENSMUSG00000005069,75,38
ENSMUSG00000055567,240,124
ENSMUSG00000055561,1,1
ENSMUSG00000055560,5,1
ENSMUSG00000051428,20,8
ENSMUSG00000067336,242,120
ENSMUSG00000015013,75,43
ENSMUSG00000051022,15,5
ENSMUSG00000047658,97,53
ENSMUSG00000047656,7,4
ENSMUSG00000030630,13,7
ENSMUSG00000030638,4,4
ENSMUSG00000084289,44,22
ENSMUSG00000082623,6,2
ENSMUSG00000064514,8,4
ENSMUSG00000050860,1,1
ENSMUSG00000039756,124,57
ENSMUSG00000016637,7,2
ENSMUSG00000025495,27,13
ENSMUSG00000053510,186,79
ENSMUSG00000061046,81,39
ENSMUSG00000031584,24,11
ENSMUSG00000031583,12,5
ENSMUSG00000055917,46,28
ENSMUSG00000062580,57,28
ENSMUSG00000036620,19,10
ENSMUSG00000002578,6,3
ENSMUSG00000091507,3,3
ENSMUSG00000030189,24,14
ENSMUSG00000018858,42,26
ENSMUSG00000038576,94,43
ENSMUSG00000038570,9,4
ENSMUSG00000038578,18,9
ENSMUSG00000019189,74,34
ENSMUSG00000019188,45,21
ENSMUSG00000014164,146,73
ENSMUSG00000033379,125,62
ENSMUSG00000030706,23,13
ENSMUSG00000030707,158,85
ENSMUSG00000030704,778,384
ENSMUSG00000030701,3,2
ENSMUSG00000039629,76,38
ENSMUSG00000039623,18,7
ENSMUSG00000039620,6,4
ENSMUSG00000039621,62,34
ENSMUSG00000063358,1000,511
ENSMUSG00000055003,9,4
ENSMUSG00000037286,29,17
ENSMUSG00000037287,29,15
ENSMUSG00000019726,109,52
ENSMUSG00000021248,31,17
ENSMUSG00000021241,7,5
ENSMUSG00000021240,1,1
ENSMUSG00000021243,19,8
ENSMUSG00000021242,7,3
ENSMUSG00000021245,35,17
ENSMUSG00000021244,224,117
ENSMUSG00000035769,1,1
ENSMUSG00000029073,17,5
ENSMUSG00000063972,6,2
ENSMUSG00000022577,368,198
ENSMUSG00000022570,26,9
ENSMUSG00000022571,20,7
ENSMUSG00000093016,28,15
ENSMUSG00000062006,12,6
ENSMUSG00000035623,129,64
ENSMUSG00000020598,1284,642
ENSMUSG00000035621,60,27
ENSMUSG00000042167,1,1
ENSMUSG00000042165,8,6
ENSMUSG00000020593,15,7
ENSMUSG00000020590,54,27
ENSMUSG00000035629,38,21
ENSMUSG00000020620,30,17
ENSMUSG00000020623,50,28
ENSMUSG00000028039,56,30
ENSMUSG00000020627,21,12
ENSMUSG00000028035,124,52
ENSMUSG00000028034,141,67
ENSMUSG00000028036,1,1
ENSMUSG00000028030,95,54
ENSMUSG00000028033,38,23
ENSMUSG00000028032,139,70
ENSMUSG00000013698,227,119
ENSMUSG00000087084,3,1
ENSMUSG00000087088,1,1
ENSMUSG00000018449,10,5
ENSMUSG00000018442,20,12
ENSMUSG00000018446,144,74
ENSMUSG00000032397,23,10
ENSMUSG00000032396,33,18
ENSMUSG00000032393,153,76
ENSMUSG00000052369,9,6
ENSMUSG00000032399,216,122
ENSMUSG00000032398,19,11
ENSMUSG00000037916,301,161
ENSMUSG00000068099,12,8
ENSMUSG00000048910,4,2
ENSMUSG00000048911,22,9
ENSMUSG00000048915,1,1
ENSMUSG00000071234,3,1
ENSMUSG00000079426,354,183
ENSMUSG00000050064,10,6
ENSMUSG00000033111,7,5
ENSMUSG00000005268,10,6
ENSMUSG00000005262,212,107
ENSMUSG00000005267,17,8
ENSMUSG00000026667,79,40
ENSMUSG00000026664,118,61
ENSMUSG00000026662,21,10
ENSMUSG00000026663,112,52
ENSMUSG00000086022,2,1
ENSMUSG00000086023,12,7
ENSMUSG00000003955,68,36
ENSMUSG00000022629,329,180
ENSMUSG00000040859,63,32
ENSMUSG00000029634,92,49
ENSMUSG00000029635,10,4
ENSMUSG00000040850,26,15
ENSMUSG00000040855,420,203
ENSMUSG00000040857,35,20
ENSMUSG00000040856,4,2
ENSMUSG00000029632,641,330
ENSMUSG00000029633,125,71
ENSMUSG00000018761,2,2
ENSMUSG00000081732,4,1
ENSMUSG00000081731,8,4
ENSMUSG00000026082,24,15
ENSMUSG00000026083,166,83
ENSMUSG00000026080,36,22
ENSMUSG00000026087,18,9
ENSMUSG00000026088,4,3
ENSMUSG00000046613,1,1
ENSMUSG00000039016,119,58
ENSMUSG00000003378,60,29
ENSMUSG00000034235,9,6
ENSMUSG00000074656,37,22
ENSMUSG00000074657,1045,564
ENSMUSG00000080465,3,3
ENSMUSG00000009112,19,13
ENSMUSG00000045980,19,8
ENSMUSG00000045983,471,238
ENSMUSG00000028958,13,7
ENSMUSG00000028959,7,5
ENSMUSG00000028957,7,3
ENSMUSG00000028954,151,81
ENSMUSG00000028955,6,2
ENSMUSG00000028952,2,1
ENSMUSG00000028953,142,75
ENSMUSG00000028950,3,2
ENSMUSG00000046721,46,24
ENSMUSG00000046722,37,23
ENSMUSG00000046727,13,6
ENSMUSG00000042404,7,6
ENSMUSG00000042406,47,27
ENSMUSG00000042401,137,79
ENSMUSG00000042408,28,17
ENSMUSG00000002771,2,2
ENSMUSG00000030882,1,1
ENSMUSG00000017692,4,2
ENSMUSG00000002778,84,42
ENSMUSG00000000738,26,17
ENSMUSG00000000739,8,5
ENSMUSG00000000730,2,1
ENSMUSG00000000732,17,9
ENSMUSG00000044768,19,11
ENSMUSG00000044763,18,13
ENSMUSG00000030138,30,14
ENSMUSG00000030884,656,329
ENSMUSG00000030134,217,107
ENSMUSG00000084274,2,1
ENSMUSG00000086922,47,21
ENSMUSG00000086926,1,1
ENSMUSG00000006299,172,91
ENSMUSG00000000194,48,23
ENSMUSG00000000197,185,101
ENSMUSG00000066392,356,198
ENSMUSG00000055240,7,4
ENSMUSG00000056919,12,7
ENSMUSG00000051499,13,7
ENSMUSG00000041841,17,11
ENSMUSG00000041840,7,3
ENSMUSG00000041846,36,21
ENSMUSG00000050545,1,1
ENSMUSG00000036913,2,1
ENSMUSG00000039936,17,4
ENSMUSG00000070035,3,1
ENSMUSG00000067274,27,15
ENSMUSG00000031843,14,5
ENSMUSG00000056268,8,5
ENSMUSG00000056267,27,14
ENSMUSG00000056260,15,9
ENSMUSG00000083832,1,1
ENSMUSG00000083831,2,2
ENSMUSG00000083834,9,4
ENSMUSG00000047446,7,3
ENSMUSG00000015224,4,3
ENSMUSG00000015222,4706,2360
ENSMUSG00000036225,81,42
ENSMUSG00000057132,2,2
ENSMUSG00000057133,64,31
ENSMUSG00000057130,102,54
ENSMUSG00000057134,6,4
ENSMUSG00000032244,128,73
ENSMUSG00000066637,1,1
ENSMUSG00000052566,11,5
ENSMUSG00000092540,15,8
ENSMUSG00000092544,2,2
ENSMUSG00000092549,3,1
ENSMUSG00000063576,71,37
ENSMUSG00000037852,4613,2390
ENSMUSG00000037851,69,28
ENSMUSG00000037857,114,54
ENSMUSG00000037855,162,78
ENSMUSG00000036188,118,65
ENSMUSG00000036186,40,17
ENSMUSG00000033356,13,4
ENSMUSG00000033350,59,30
ENSMUSG00000033352,264,137
ENSMUSG00000036181,59,32
ENSMUSG00000061360,5,4
ENSMUSG00000021852,8,5
ENSMUSG00000032243,5,3
ENSMUSG00000039983,62,35
ENSMUSG00000039982,27,15
ENSMUSG00000039987,7,3
ENSMUSG00000039989,71,45
ENSMUSG00000039988,37,23
ENSMUSG00000062627,16,11
ENSMUSG00000060703,12,7
ENSMUSG00000060708,8,3
ENSMUSG00000036450,20,10
ENSMUSG00000036452,199,100
ENSMUSG00000091778,2,1
ENSMUSG00000037321,5,3
ENSMUSG00000037325,47,17
ENSMUSG00000030111,2,1
ENSMUSG00000037326,7,4
ENSMUSG00000027845,2,1
ENSMUSG00000020812,2,1
ENSMUSG00000020811,11,5
ENSMUSG00000020818,18,11
ENSMUSG00000031860,25,12
ENSMUSG00000031862,40,24
ENSMUSG00000031864,101,55
ENSMUSG00000031865,733,383
ENSMUSG00000080753,14,9
ENSMUSG00000027254,2875,1505
ENSMUSG00000020205,22,10
ENSMUSG00000090553,24,11
ENSMUSG00000031242,107,59
ENSMUSG00000090558,3,1
ENSMUSG00000039478,134,73
ENSMUSG00000080757,32,15
ENSMUSG00000039473,54,32
ENSMUSG00000039470,87,45
ENSMUSG00000039477,20,14
ENSMUSG00000039474,612,322
ENSMUSG00000089857,5,2
ENSMUSG00000034744,31,12
ENSMUSG00000021038,25,12
ENSMUSG00000021039,216,117
ENSMUSG00000021036,35,22
ENSMUSG00000048490,245,132
ENSMUSG00000034245,132,74
ENSMUSG00000048495,22,11
ENSMUSG00000021033,10,7
ENSMUSG00000029559,164,93
ENSMUSG00000032740,168,85
ENSMUSG00000029554,11,6
ENSMUSG00000029557,15,9
ENSMUSG00000032745,88,47
ENSMUSG00000042642,13,8
ENSMUSG00000042641,1,1
ENSMUSG00000024127,1776,872
ENSMUSG00000074243,1,1
ENSMUSG00000024122,276,130
ENSMUSG00000024121,115,69
ENSMUSG00000024120,225,124
ENSMUSG00000068114,6,2
ENSMUSG00000068115,6,3
ENSMUSG00000044566,1,1
ENSMUSG00000042396,20,10
ENSMUSG00000080759,1,1
ENSMUSG00000042390,274,148
ENSMUSG00000028207,101,54
ENSMUSG00000081917,5,3
ENSMUSG00000024789,22,11
ENSMUSG00000024782,30,15
ENSMUSG00000024781,19,11
ENSMUSG00000024780,34,15
ENSMUSG00000024787,16,7
ENSMUSG00000024785,30,16
ENSMUSG00000006906,72,40
ENSMUSG00000027472,26,11
ENSMUSG00000027787,94,46
ENSMUSG00000027784,88,42
ENSMUSG00000027782,385,197
ENSMUSG00000024878,15,11
ENSMUSG00000024875,9,5
ENSMUSG00000024870,202,99
ENSMUSG00000024873,192,111
ENSMUSG00000082321,27,18
ENSMUSG00000063047,1,1
ENSMUSG00000026788,12,7
ENSMUSG00000026784,7,3
ENSMUSG00000026787,31,20
ENSMUSG00000026781,47,22
ENSMUSG00000026782,261,139
ENSMUSG00000030870,37,20
ENSMUSG00000030871,5,3
ENSMUSG00000030872,50,23
ENSMUSG00000030876,23,13
ENSMUSG00000030877,1,1
ENSMUSG00000030879,39,18
ENSMUSG00000082491,23,10
ENSMUSG00000041939,7,2
ENSMUSG00000026437,13,6
ENSMUSG00000026436,30,11
ENSMUSG00000026434,329,175
ENSMUSG00000026433,5,1
ENSMUSG00000026430,32,15
ENSMUSG00000026439,29,20
ENSMUSG00000085566,22,15
ENSMUSG00000026121,16,6
ENSMUSG00000081671,1,1
ENSMUSG00000026127,14,8
ENSMUSG00000026126,7,2
ENSMUSG00000029534,58,30
ENSMUSG00000043252,10,5
ENSMUSG00000043251,1,1
ENSMUSG00000043259,62,35
ENSMUSG00000006127,37,24
ENSMUSG00000024712,50,22
ENSMUSG00000034171,237,128
ENSMUSG00000014355,112,68
ENSMUSG00000014353,65,35
ENSMUSG00000009090,310,150
ENSMUSG00000017715,26,14
ENSMUSG00000019578,76,40
ENSMUSG00000019579,32,16
ENSMUSG00000078847,9,5
ENSMUSG00000049612,247,132
ENSMUSG00000019577,5,1
ENSMUSG00000093536,4,1
ENSMUSG00000049482,11,7
ENSMUSG00000010154,4,3
ENSMUSG00000049489,15,6
ENSMUSG00000049488,15,7
ENSMUSG00000041491,20,10
ENSMUSG00000055452,1,1
ENSMUSG00000051518,26,14
ENSMUSG00000051510,8,3
ENSMUSG00000064918,4,2
ENSMUSG00000064919,3,1
ENSMUSG00000040729,11,5
ENSMUSG00000040722,273,131
ENSMUSG00000040721,43,20
ENSMUSG00000040720,108,51
ENSMUSG00000040725,99,44
ENSMUSG00000040724,79,43
ENSMUSG00000061981,90,42
ENSMUSG00000052155,87,46
ENSMUSG00000025255,9,6
ENSMUSG00000003865,15,6
ENSMUSG00000083774,20,11
ENSMUSG00000060166,8,4
ENSMUSG00000023942,4,4
ENSMUSG00000023944,4378,2229
ENSMUSG00000023947,2,2
ENSMUSG00000062981,16,9
ENSMUSG00000091118,2,1
ENSMUSG00000049739,21,11
ENSMUSG00000066406,31,17
ENSMUSG00000016128,6,4
ENSMUSG00000091524,12,10
ENSMUSG00000019961,37,18
ENSMUSG00000019960,311,162
ENSMUSG00000019966,3,2
ENSMUSG00000019969,90,39
ENSMUSG00000055932,157,82
ENSMUSG00000020376,42,27
ENSMUSG00000020375,62,30
ENSMUSG00000020372,149,81
ENSMUSG00000064132,14,6
ENSMUSG00000064138,35,19
ENSMUSG00000032182,11,6
ENSMUSG00000032181,339,161
ENSMUSG00000032187,238,128
ENSMUSG00000032185,51,26
ENSMUSG00000054263,129,58
ENSMUSG00000035456,19,8
ENSMUSG00000019039,26,16
ENSMUSG00000020993,34,17
ENSMUSG00000020990,27,17
ENSMUSG00000033671,57,26
ENSMUSG00000026235,1536,811
ENSMUSG00000026234,522,275
ENSMUSG00000062470,1,1
ENSMUSG00000026239,53,33
ENSMUSG00000026238,98,44
ENSMUSG00000030092,2,1
ENSMUSG00000030093,13,7
ENSMUSG00000030091,20,10
ENSMUSG00000030096,56,28
ENSMUSG00000030094,7,5
ENSMUSG00000030095,48,27
ENSMUSG00000030098,8,3
ENSMUSG00000034799,507,271
ENSMUSG00000073436,30,15
ENSMUSG00000003528,18,10
ENSMUSG00000038665,160,89
ENSMUSG00000060935,44,20
ENSMUSG00000064390,7,3
ENSMUSG00000083307,5,3
ENSMUSG00000003526,1,1
ENSMUSG00000003527,14,8
ENSMUSG00000030327,332,177
ENSMUSG00000030321,1,1
ENSMUSG00000030322,10,7
ENSMUSG00000030323,62,27
ENSMUSG00000069744,21,9
ENSMUSG00000030329,81,39
ENSMUSG00000049643,18,9
ENSMUSG00000049649,3,1
ENSMUSG00000035314,5,2
ENSMUSG00000075779,10,6
ENSMUSG00000035310,38,16
ENSMUSG00000035311,78,37
ENSMUSG00000026904,530,256
ENSMUSG00000043090,11,5
ENSMUSG00000043091,30,18
ENSMUSG00000022269,6,3
ENSMUSG00000022265,104,48
ENSMUSG00000022262,2,1
ENSMUSG00000022263,364,203
ENSMUSG00000062526,2,2
ENSMUSG00000075486,43,20
ENSMUSG00000008435,10,4
ENSMUSG00000046572,23,11
ENSMUSG00000046573,39,20
ENSMUSG00000046574,77,44
ENSMUSG00000006005,412,199
ENSMUSG00000004895,54,29
ENSMUSG00000004897,69,37
ENSMUSG00000004896,8,5
ENSMUSG00000004892,38,22
ENSMUSG00000042050,18,10
ENSMUSG00000045007,31,19
ENSMUSG00000034957,8,5
ENSMUSG00000034951,122,67
ENSMUSG00000034959,1,1
ENSMUSG00000034958,166,82
ENSMUSG00000018379,141,65
ENSMUSG00000074166,1,1
ENSMUSG00000074165,37,19
ENSMUSG00000088913,1,1
ENSMUSG00000050002,10,7
ENSMUSG00000086515,3,1
ENSMUSG00000086512,2,1
ENSMUSG00000086513,3,3
ENSMUSG00000086510,11,5
ENSMUSG00000044060,337,161
ENSMUSG00000044066,24,11
ENSMUSG00000044067,225,123
ENSMUSG00000044068,128,61
ENSMUSG00000035047,34,23
ENSMUSG00000027457,215,119
ENSMUSG00000041658,153,75
ENSMUSG00000041650,40,23
ENSMUSG00000041653,2,2
ENSMUSG00000041654,15,10
ENSMUSG00000035045,38,21
ENSMUSG00000027628,43,23
ENSMUSG00000041268,502,250
ENSMUSG00000027624,196,104
ENSMUSG00000027620,309,158
ENSMUSG00000043872,7,3
ENSMUSG00000040521,25,12
ENSMUSG00000040520,41,20
ENSMUSG00000040524,18,7
ENSMUSG00000046962,40,22
ENSMUSG00000046961,3,1
ENSMUSG00000026571,115,58
ENSMUSG00000026576,8613,4471
ENSMUSG00000026577,41,23
ENSMUSG00000026575,18,9
ENSMUSG00000085156,4,2
ENSMUSG00000026578,52,30
ENSMUSG00000085150,2,1
ENSMUSG00000082519,29,16
ENSMUSG00000082511,6,3
ENSMUSG00000082514,1,1
ENSMUSG00000045136,40,25
ENSMUSG00000003644,3,2
ENSMUSG00000057342,47,23
ENSMUSG00000030720,3,2
ENSMUSG00000037110,27,16
ENSMUSG00000037111,35,15
ENSMUSG00000061518,101,61
ENSMUSG00000065463,1,1
ENSMUSG00000002064,110,54
ENSMUSG00000002068,11,9
ENSMUSG00000046032,112,60
ENSMUSG00000046034,10,5
ENSMUSG00000081350,1,1
ENSMUSG00000083264,1,1
ENSMUSG00000067825,2,2
ENSMUSG00000080006,1,1
ENSMUSG00000031451,23,15
ENSMUSG00000055067,34,14
ENSMUSG00000055065,275,142
ENSMUSG00000001089,153,81
ENSMUSG00000037172,8,3
ENSMUSG00000001082,5,3
ENSMUSG00000037174,19,10
ENSMUSG00000079724,1,1
ENSMUSG00000023330,26,14
ENSMUSG00000039176,29,15
ENSMUSG00000054931,6,4
ENSMUSG00000054934,12,6
ENSMUSG00000041353,14,9
ENSMUSG00000041354,5,3
ENSMUSG00000090743,2,1
ENSMUSG00000056579,1,1
ENSMUSG00000091831,22,13
ENSMUSG00000022064,27,15
ENSMUSG00000022066,33,21
ENSMUSG00000038250,47,25
ENSMUSG00000038252,19,10
ENSMUSG00000038255,117,58
ENSMUSG00000038256,57,32
ENSMUSG00000038257,3,2
ENSMUSG00000020516,54,25
ENSMUSG00000020514,26,11
ENSMUSG00000020515,36,19
ENSMUSG00000020513,11,4
ENSMUSG00000025597,12,6
ENSMUSG00000025591,26,11
ENSMUSG00000020519,12,5
ENSMUSG00000028743,15,9
ENSMUSG00000028741,28,18
ENSMUSG00000028747,7,5
ENSMUSG00000028745,504,289
ENSMUSG00000028744,10,5
ENSMUSG00000029059,52,26
ENSMUSG00000037999,50,25
ENSMUSG00000037992,50,23
ENSMUSG00000037993,43,19
ENSMUSG00000037990,17,7
ENSMUSG00000037996,1002,510
ENSMUSG00000037997,6,2
ENSMUSG00000037995,3,1
ENSMUSG00000035849,43,20
ENSMUSG00000087006,32,21
ENSMUSG00000035840,4,4
ENSMUSG00000035845,10,5
ENSMUSG00000025047,16,14
ENSMUSG00000025041,58,33
ENSMUSG00000034472,44,26
ENSMUSG00000025049,10,6
ENSMUSG00000039128,66,36
ENSMUSG00000032316,41,18
ENSMUSG00000032314,21,9
ENSMUSG00000032313,2,2
ENSMUSG00000032312,2,1
ENSMUSG00000039126,60,27
ENSMUSG00000032076,404,198
ENSMUSG00000066860,3,2
ENSMUSG00000021748,92,50
ENSMUSG00000021745,200,109
ENSMUSG00000021747,9,4
